160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
161	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
162	164	222
163	164	222
163	164	222
163	164	222
163	164	222
163	164	222
163	164	222
163	164	222
163	164	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
163	163	222
163	163	222
163	163	222
163	163	222
163	163	222
163	163	222
164	163	222
164	163	222
164	163	222
164	163	222
164	163	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	157	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	156	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	155	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
171	141	222
171	141	222
160	160	128
171	142	222
160	160	128
170	141	222
160	160	128
160	160	128
170	141	222
170	141	222
160	160	128
160	160	128
170	141	222
160	160	128
169	141	222
160	160	128
169	141	222
160	160	128
169	141	222
169	141	222
168	141	222
168	141	222
168	141	222
168	141	222
168	141	222
167	141	222
167	141	222
167	141	222
167	141	222
166	141	222
166	141	222
166	141	222
166	141	222
166	141	222
166	141	222
165	141	222
165	141	222
165	141	222
165	141	222
165	141	222
164	141	222
164	141	222
164	141	222
164	141	222
164	141	222
163	141	222
163	141	222
163	141	222
163	141	222
163	141	222
162	141	222
162	141	222
162	141	222
162	141	222
162	141	222
162	141	222
161	141	222
161	141	222
161	141	222
161	141	222
161	141	222
160	141	222
160	141	222
160	141	222
160	141	222
160	141	222
160	141	222
159	141	222
159	141	222
159	141	222
159	141	222
159	141	222
159	141	222
158	141	222
158	141	222
158	141	222
158	141	222
158	141	222
158	141	222
157	141	222
157	141	222
157	141	222
157	141	222
157	141	222
156	141	222
156	141	222
156	141	222
156	141	222
156	141	222
156	141	222
155	141	222
155	141	222
155	141	222
155	141	222
155	141	222
154	141	222
154	141	222
154	141	222
154	141	222
154	141	222
153	141	222
153	141	222
153	141	222
153	141	222
153	141	222
152	141	222
152	141	222
152	141	222
152	141	222
152	141	222
151	141	222
151	141	222
151	141	222
151	141	222
160	160	128
156	153	222
156	153	222
156	154	222
156	154	222
156	154	222
156	154	222
156	154	222
156	154	222
156	154	222
156	154	222
156	154	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	155	222
156	156	222
156	156	222
156	156	222
156	156	222
156	156	222
156	156	222
156	156	222
156	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
