147	85	222
147	85	222
146	85	222
145	85	222
160	160	128
160	160	128
160	160	128
145	94	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
143	104	222
142	105	222
141	105	222
141	105	222
140	104	222
139	104	222
139	104	222
138	104	222
138	104	222
160	160	128
137	104	222
160	160	128
160	160	128
160	160	128
134	103	222
160	160	128
160	160	128
160	160	128
160	160	128
130	102	222
119	83	222
119	84	222
119	86	222
119	87	222
119	89	222
118	90	222
118	92	222
118	93	222
118	94	222
160	160	128
151	149	222
151	149	222
151	149	222
151	149	222
151	150	222
151	150	222
151	150	222
151	150	222
151	150	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
151	151	222
150	151	222
150	151	222
150	151	222
150	152	222
150	152	222
150	152	222
160	160	128
149	152	222
149	152	222
160	160	128
149	152	222
160	160	128
149	151	222
160	160	128
149	152	222
149	151	222
148	151	222
160	160	128
148	151	222
160	160	128
146	151	222
144	150	222
143	150	222
143	150	222
143	150	222
142	150	222
142	150	222
160	160	128
141	150	222
160	160	128
141	150	222
141	150	222
140	150	222
160	160	128
160	160	128
135	147	222
160	160	128
134	147	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
132	151	222
133	151	222
133	152	222
133	152	222
133	152	222
133	153	222
133	153	222
160	160	128
133	153	222
160	160	128
132	153	222
160	160	128
132	153	222
160	160	128
160	160	128
160	160	128
-91	114	222
-86	118	222
-88	120	222
160	160	128
-199	109	222
-197	113	222
-198	116	222
-199	120	222
-202	123	222
-202	126	222
-201	130	222
-202	133	222
-200	137	222
-202	140	222
-204	144	222
160	160	128
160	160	128
126	160	222
127	160	222
160	160	128
126	160	222
160	160	128
126	161	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
129	163	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
141	168	222
139	170	222
139	170	222
160	160	128
160	160	128
140	170	222
140	170	222
140	170	222
160	160	128
141	170	222
141	170	222
160	160	128
142	170	222
142	170	222
160	160	128
143	170	222
143	171	222
144	171	222
144	171	222
144	171	222
144	171	222
145	171	222
145	171	222
145	171	222
146	171	222
146	171	222
146	171	222
146	171	222
146	171	222
146	171	222
147	171	222
147	171	222
147	171	222
147	171	222
148	171	222
148	172	222
148	172	222
148	172	222
148	172	222
148	172	222
149	172	222
149	172	222
149	172	222
149	172	222
149	172	222
149	172	222
160	160	128
150	172	222
160	160	128
160	160	128
150	172	222
150	172	222
160	160	128
150	172	222
160	160	128
150	172	222
160	160	128
141	188	222
142	186	222
142	186	222
142	187	222
142	188	222
142	189	222
142	189	222
142	190	222
142	190	222
142	190	222
143	190	222
143	190	222
144	190	222
148	183	222
148	183	222
160	160	128
149	183	222
160	160	128
149	183	222
160	160	128
149	183	222
160	160	128
160	160	128
148	191	222
160	160	128
148	191	222
160	160	128
148	193	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
158	165	222
160	160	128
160	160	128
160	160	128
158	165	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
114	551	222
160	160	128
160	160	128
160	160	128
153	245	222
154	245	222
155	243	222
156	244	222
157	244	222
158	244	222
159	241	222
159	241	222
