160	241	222
161	244	222
162	244	222
163	244	222
163	243	222
164	242	222
165	240	222
165	239	222
166	240	222
167	244	222
168	242	222
160	160	128
160	160	128
160	160	128
160	160	128
176	273	222
177	272	222
178	272	222
180	272	222
181	273	222
160	160	128
160	160	128
179	247	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
258	426	222
160	160	128
160	160	128
263	416	222
207	274	222
208	271	222
160	160	128
208	266	222
207	263	222
208	261	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
163	166	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
177	166	222
160	160	128
160	160	128
160	160	128
282	202	222
270	197	222
273	197	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
189	166	222
160	160	128
189	166	222
160	160	128
188	165	222
160	160	128
188	165	222
160	160	128
160	160	128
160	160	128
187	164	222
186	162	222
186	162	222
185	162	222
185	162	222
185	161	222
185	161	222
185	161	222
185	160	222
184	160	222
184	160	222
184	160	222
184	159	222
160	160	128
184	159	222
160	160	128
183	159	222
160	160	128
183	159	222
160	160	128
160	160	128
160	160	128
209	156	222
209	155	222
209	155	222
208	154	222
208	154	222
209	153	222
209	153	222
210	152	222
209	152	222
209	151	222
209	151	222
209	150	222
209	150	222
208	150	222
208	149	222
208	149	222
207	148	222
207	148	222
207	147	222
206	147	222
205	147	222
205	147	222
205	146	222
205	146	222
204	145	222
203	145	222
202	145	222
200	145	222
199	145	222
199	145	222
199	144	222
199	144	222
199	144	222
199	143	222
199	142	222
200	142	222
160	160	128
203	140	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
239	111	222
160	160	128
226	117	222
226	116	222
226	115	222
160	160	128
236	107	222
160	160	128
250	95	222
233	105	222
223	112	222
222	112	222
219	113	222
220	111	222
219	111	222
219	110	222
218	110	222
218	109	222
217	109	222
217	108	222
176	143	222
176	143	222
176	143	222
176	143	222
175	143	222
175	143	222
175	142	222
175	142	222
175	142	222
175	142	222
175	142	222
175	141	222
175	141	222
175	141	222
175	140	222
175	140	222
174	140	222
174	140	222
174	140	222
173	140	222
173	140	222
173	140	222
173	140	222
172	140	222
172	140	222
172	140	222
172	140	222
171	140	222
171	140	222
171	140	222
170	141	222
170	141	222
170	141	222
169	141	222
169	140	222
169	140	222
169	140	222
169	140	222
168	140	222
168	140	222
168	140	222
168	140	222
168	140	222
167	140	222
167	140	222
167	140	222
167	140	222
166	140	222
166	140	222
166	140	222
166	140	222
166	140	222
165	140	222
165	140	222
165	140	222
165	140	222
165	140	222
164	140	222
164	140	222
164	140	222
164	140	222
164	139	222
164	140	222
163	140	222
163	140	222
163	140	222
163	140	222
163	140	222
162	140	222
162	140	222
162	140	222
162	140	222
162	139	222
161	139	222
161	139	222
161	139	222
161	139	222
161	139	222
161	139	222
160	138	222
160	160	128
160	138	222
160	160	128
160	138	222
160	160	128
160	137	222
160	137	222
160	160	128
160	160	128
160	160	128
157	86	222
156	85	222
156	86	222
155	85	222
154	85	222
153	86	222
153	85	222
152	85	222
151	85	222
150	85	222
150	85	222
149	85	222
160	160	128
